# DYNAMIC COUNTS:
# Total dynamic bytecodes: 881082
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,109539,115192.15,624.9427152695042
CALL,109539,119406.0,404.1542175691679
CATCH,0,0.0,0.0
CREATE_CLASS,3,19.65,4.05585995813465
CREATE_FUNC,18,34.2,4.807888255116191
CREATE_LIST,1,1.15,0.3663475485325232
CREATE_OBJECT,102,209.95,12.914598023371191
DUPE,42240,25969.75,151.12695081671578
JUMP,8720,5286.55,50.46987115831422
JUMP_IF_FALSE,26426,16404.35,126.79750744686139
JUMP_IF_FALSE_PEEK,5303,3327.0,38.28288060436962
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,54087,33246.3,144.07567456028337
LOAD_FIELD,111096,122490.7,873.3446356574085
LOAD_GLOBAL,38,32.2,2.7834094957538373
LOAD_GLOBAL_BY_INDEX,47162,29129.2,150.3713298541491
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,193049,118426.35,474.26533490730463
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,64613,39603.5,216.10268027271727
RAISE,0,0.0,0.0
RETURN,52752,32978.3,222.85022111864973
RETURN_INIT,101,65.05,4.946822478276225
STORE_FIELD,14053,9507.45,71.43747726435154
STORE_GLOBAL,23,58.3,8.310424651889749
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,28164,17299.2,98.628276077934
SWAP,14053,8629.7,64.04940527272272
TRY,0,0.0,0.0
