# DYNAMIC COUNTS:
# Total dynamic bytecodes: 1314892
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,171940,139977.9,562.1018731417648
CALL,171940,182793.35,870.5921925847298
CATCH,0,0.0,0.0
CREATE_CLASS,2,22.3,0.9233805168766385
CREATE_FUNC,17,33.65,0.87509397991542
CREATE_LIST,1,2.35,0.4893604849295928
CREATE_OBJECT,15,69.7,8.504487979265638
DUPE,45174,27847.85,131.58518353642953
JUMP,12429,7525.25,56.0017621903191
JUMP_IF_FALSE,32792,20655.5,109.87864118869376
JUMP_IF_FALSE_PEEK,8220,5150.2,53.67994823120882
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,45134,27707.6,168.1062946941292
LOAD_FIELD,196385,183538.85,763.2636486617334
LOAD_GLOBAL,15,27.3,3.010507913083247
LOAD_GLOBAL_BY_INDEX,49092,30288.65,154.7895940334894
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,360304,221143.85,888.3601850719359
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,61536,37699.85,163.37212124472256
RAISE,0,0.0,0.0
RETURN,90074,56529.5,273.2229665926413
RETURN_INIT,15,23.65,4.158377720116091
STORE_FIELD,24633,17067.0,148.9747417658798
STORE_GLOBAL,21,59.5,1.762175688714021
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,20520,12626.75,87.44735258247755
SWAP,24633,15188.3,72.80261707268198
TRY,0,0.0,0.0
