# DYNAMIC COUNTS:
# Total dynamic bytecodes: 1434487
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,233607,248355.08,1907.716188193066
CALL,233607,342300.1,3008.227624162695
CATCH,0,0.0,0.0
CREATE_CLASS,2,15.68,2.419647469684586
CREATE_FUNC,17,33.3,2.261027398763487
CREATE_LIST,5461,4095.4,48.05354156711918
CREATE_OBJECT,2,16.96,1.4422205101855956
DUPE,52478,32150.5,495.6984867799359
JUMP,31976,19400.42,376.29786779375024
JUMP_IF_FALSE,5461,3445.12,271.07402709087665
JUMP_IF_FALSE_PEEK,33341,20787.16,210.17061679327435
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,104915,64156.2,698.2356481934764
LOAD_FIELD,182518,235551.74,1637.6674279260135
LOAD_GLOBAL,15,26.62,2.7172164628756486
LOAD_GLOBAL_BY_INDEX,64733,39881.6,547.9687165210389
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,338517,207080.76,1899.5838917069825
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,85801,52460.24,487.4097115761802
RAISE,0,0.0,0.0
RETURN,0,0.0,0.0
STORE_FIELD,9558,6059.42,66.25833486268361
STORE_GLOBAL,21,51.76,1.660587552768044
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,42899,26244.82,336.90486091198187
SWAP,9558,5867.72,77.93666711909513
TRY,0,0.0,0.0
