# DYNAMIC COUNTS:
# Total dynamic bytecodes: 826325
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,109539,110646.28,787.821668415186
CALL,109539,170398.22,1404.9130453156117
CATCH,0,0.0,0.0
CREATE_CLASS,3,17.0,3.023715784073818
CREATE_FUNC,18,33.36,4.466473749514491
CREATE_LIST,1,1.22,0.5066899385990914
CREATE_OBJECT,102,641.04,13.358418579262137
DUPE,41839,25468.74,231.32491594009875
JUMP,8720,5278.58,64.27018542601118
JUMP_IF_FALSE,26426,16327.4,160.76424620276424
JUMP_IF_FALSE_PEEK,5303,3311.86,40.734586417591615
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,54087,32909.0,322.19103219129215
LOAD_FIELD,111096,117363.46,807.4501870021464
LOAD_GLOBAL,38,32.44,4.380662516290504
LOAD_GLOBAL_BY_INDEX,47162,28866.24,265.01563758251274
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,192648,117214.8,1063.1110103879844
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,64313,39114.3,363.9450087413683
RAISE,0,0.0,0.0
RETURN,0,0.0,0.0
STORE_FIELD,13652,8555.46,86.24057712502365
STORE_GLOBAL,23,51.28,7.634615048499531
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,28164,17116.5,152.07775266995205
SWAP,13652,8333.38,111.37212672946845
TRY,0,0.0,0.0
