# DYNAMIC COUNTS:
# Total dynamic bytecodes: 833632
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,105946,65620.52,605.1691023581592
CALL,105946,164457.36,1410.3303674338572
CATCH,0,0.0,0.0
CREATE_CLASS,2,14.06,2.5904849439628017
CREATE_FUNC,17,31.16,6.792432764271048
CREATE_LIST,0,0.0,0.0
CREATE_OBJECT,32,268.12,60.13849322478025
DUPE,41832,25522.18,253.57611182797982
JUMP,20863,12554.04,142.48823223877298
JUMP_IF_FALSE,42464,26219.54,231.63995725245354
JUMP_IF_FALSE_PEEK,20859,12886.26,136.459130459322
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,39767,24213.9,231.85368802988978
LOAD_FIELD,83647,52879.0,483.62242820326645
LOAD_GLOBAL,15,22.28,3.989987468652001
LOAD_GLOBAL_BY_INDEX,84211,51416.9,449.43925380093725
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,201516,122562.2,1016.7785663856333
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,43919,26723.68,231.07816859236186
RAISE,0,0.0,0.0
RETURN,702,426.8,13.417928913454968
STORE_FIELD,62,89.26,21.82753363277207
STORE_GLOBAL,20,48.58,9.593981957243736
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,41750,25352.24,239.98091420709582
SWAP,62,85.3,20.611320448050993
TRY,0,0.0,0.0
