# Omitting opcode pairs seen zero times during compilation
opcode,next opcode,counts
LOAD_LOCAL,LOAD_FIELD,437
ASSERT_FUNC,LOAD_LOCAL,386
LOAD_GLOBAL,ASSERT_FUNC,318
DUPE,STORE_LOCAL,215
LOAD_FIELD,ASSERT_FUNC,212
POP,LOAD_LOCAL,202
STORE_LOCAL,POP,186
LOAD_LOCAL,CALL,184
LOAD_LOCAL,LOAD_LOCAL,162
POP,LOAD_GLOBAL,142
LOAD_CONST,CALL,133
CALL,JUMP_IF_FALSE,110
SWAP,DUPE,100
DUPE,STORE_FIELD,100
CALL,DUPE,84
LOAD_LOCAL,LOAD_CONST,71
ASSERT_FUNC,CALL,65
LOAD_FIELD,LOAD_FIELD,65
STORE_FIELD,POP,63
JUMP,LOAD_CONST,62
CALL,POP,62
DUPE,STORE_GLOBAL,58
CALL,JUMP_IF_FALSE_PEEK,58
CALL,CALL,56
JUMP_IF_FALSE,LOAD_LOCAL,56
ASSERT_FUNC,LOAD_GLOBAL,55
LOAD_FIELD,LOAD_LOCAL,52
LOAD_FIELD,CALL,51
LOAD_CONST,POP,51
LOAD_LOCAL,SWAP,48
LOAD_FIELD,DUPE,47
LOAD_GLOBAL,CALL,44
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL,43
LOAD_FIELD,LOAD_GLOBAL,40
LOAD_GLOBAL,CREATE_OBJECT,34
CREATE_FUNC,DUPE,34
CREATE_OBJECT,DUPE,33
JUMP_IF_FALSE,LOAD_GLOBAL,32
LOAD_LOCAL,LOAD_GLOBAL,32
LOAD_FIELD,LOAD_CONST,31
CALL,LOAD_LOCAL,30
STORE_LOCAL,JUMP,29
LOAD_GLOBAL,SWAP,27
RETURN,JUMP,26
ASSERT_FUNC,LOAD_CONST,25
JUMP,LOAD_LOCAL,25
CALL,JUMP_IF_TRUE_PEEK,25
LOAD_CONST,DUPE,25
JUMP_IF_TRUE_PEEK,LOAD_GLOBAL,24
STORE_FIELD,JUMP,24
JUMP,LOAD_GLOBAL,24
POP,JUMP,23
CALL,LOAD_CONST,22
LOAD_LOCAL,DUPE,22
POP,LOAD_CONST,22
JUMP_IF_FALSE,LOAD_CONST,21
CALL,LOAD_GLOBAL,19
JUMP,POP,19
STORE_GLOBAL,POP,15
LOAD_CONST,LOAD_LOCAL,15
LOAD_CONST,CREATE_CLASS,15
LOAD_CONST,RETURN,15
CREATE_CLASS,DUPE,15
JUMP_IF_FALSE_PEEK,LOAD_LOCAL,15
LOAD_FIELD,SWAP,13
CALL,JUMP,13
LOAD_GLOBAL,DUPE,12
LOAD_CONST,JUMP,11
LOAD_NONLOCAL,LOAD_FIELD,10
CALL,RETURN,9
CALL,SWAP,9
LOAD_GLOBAL,JUMP,8
LOAD_LOCAL,CREATE_FUNC,6
LOAD_GLOBAL,LOAD_CONST,5
LOAD_CONST,RAISE,5
LOAD_LOCAL,RETURN,4
POP,CREATE_FUNC,4
POP,LOAD_NONLOCAL,4
LOAD_LOCAL,ASSERT_FUNC,4
ASSERT_FUNC,LOAD_NONLOCAL,3
LOAD_CONST,LOAD_GLOBAL,3
LOAD_CONST,SWAP,3
LOAD_GLOBAL,LOAD_LOCAL,3
LOAD_GLOBAL,LOAD_FIELD,3
JUMP_IF_FALSE,LOAD_NONLOCAL,3
LOAD_GLOBAL,RETURN,2
JUMP_IF_TRUE_PEEK,LOAD_LOCAL,1
LOAD_LOCAL,JUMP_IF_FALSE,1
LOAD_GLOBAL,JUMP_IF_FALSE,1
LOAD_LOCAL,LOAD_NONLOCAL,1
LOAD_LOCAL,JUMP,1
LOAD_LOCAL,CREATE_OBJECT,1
LOAD_FIELD,RETURN,1
LOAD_NONLOCAL,LOAD_GLOBAL,1
LOAD_NONLOCAL,LOAD_LOCAL,1
CREATE_LIST,DUPE,1
LOAD_NONLOCAL,LOAD_NONLOCAL,1
LOAD_NONLOCAL,CALL,1
JUMP,LOAD_NONLOCAL,1
RETURN,POP,1
