# Omitting opcode pairs seen zero times during compilation
opcode,next opcode,counts
LOAD_FIELD,ASSERT_FUNC,39
LOAD_LOCAL,LOAD_FIELD,37
ASSERT_FUNC,LOAD_LOCAL,34
LOAD_LOCAL,CALL,20
DUPE,STORE_GLOBAL,20
CREATE_FUNC,DUPE,17
LOAD_GLOBAL,ASSERT_FUNC,17
ASSERT_FUNC,CALL,16
DUPE,STORE_LOCAL,12
STORE_LOCAL,POP,11
POP,LOAD_GLOBAL,9
CALL,CALL,9
CALL,DUPE,8
LOAD_LOCAL,LOAD_LOCAL,7
LOAD_CONST,CALL,6
LOAD_GLOBAL,CALL,5
CALL,JUMP_IF_FALSE,4
ASSERT_FUNC,LOAD_CONST,4
JUMP_IF_FALSE,LOAD_GLOBAL,4
POP,JUMP,4
LOAD_CONST,DUPE,4
CALL,JUMP_IF_FALSE_PEEK,4
CALL,POP,3
JUMP,POP,3
JUMP,LOAD_GLOBAL,3
LOAD_GLOBAL,JUMP,3
CALL,LOAD_GLOBAL,3
POP,LOAD_LOCAL,3
POP,LOAD_CONST,2
CALL,LOAD_LOCAL,2
JUMP,LOAD_CONST,2
LOAD_GLOBAL,LOAD_FIELD,2
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL,2
JUMP_IF_FALSE_PEEK,LOAD_LOCAL,2
ASSERT_FUNC,LOAD_GLOBAL,2
LOAD_CONST,POP,1
CREATE_LIST,DUPE,1
CREATE_CLASS,DUPE,1
CREATE_OBJECT,DUPE,1
POP,CREATE_LIST,1
LOAD_CONST,CREATE_CLASS,1
LOAD_LOCAL,JUMP_IF_FALSE,1
JUMP_IF_FALSE,LOAD_LOCAL,1
LOAD_LOCAL,LOAD_CONST,1
JUMP,JUMP,1
JUMP,LOAD_LOCAL,1
LOAD_CONST,RAISE,1
CALL,JUMP,1
LOAD_GLOBAL,JUMP_IF_FALSE,1
CALL,LOAD_CONST,1
LOAD_GLOBAL,CREATE_OBJECT,1
STORE_LOCAL,JUMP,1
STORE_GLOBAL,POP,1
JUMP_IF_FALSE,LOAD_CONST,1
