# Omitting opcode pairs seen zero times during compilation
opcode,next opcode,counts
LOAD_LOCAL,LOAD_FIELD,139
LOAD_FIELD,ASSERT_FUNC,102
POP,LOAD_LOCAL,88
LOAD_LOCAL,LOAD_LOCAL,73
ASSERT_FUNC,LOAD_LOCAL,69
SWAP,DUPE,59
DUPE,STORE_FIELD,59
LOAD_GLOBAL,ASSERT_FUNC,51
STORE_FIELD,POP,50
ASSERT_FUNC,CALL,45
DUPE,STORE_GLOBAL,45
DUPE,STORE_LOCAL,44
LOAD_LOCAL,CALL,44
STORE_LOCAL,POP,42
ASSERT_FUNC,LOAD_GLOBAL,32
LOAD_LOCAL,LOAD_GLOBAL,31
POP,LOAD_GLOBAL,28
CALL,JUMP_IF_FALSE,27
CREATE_FUNC,DUPE,25
LOAD_FIELD,LOAD_FIELD,19
JUMP,LOAD_CONST,19
LOAD_GLOBAL,CALL,18
LOAD_CONST,POP,17
LOAD_FIELD,CALL,17
LOAD_GLOBAL,SWAP,17
CALL,SWAP,16
CALL,CALL,16
STORE_GLOBAL,POP,16
LOAD_GLOBAL,LOAD_GLOBAL,15
CALL,DUPE,15
CALL,POP,15
LOAD_LOCAL,SWAP,15
LOAD_GLOBAL,LOAD_LOCAL,15
LOAD_CONST,DUPE,15
JUMP_IF_FALSE,LOAD_LOCAL,14
POP,LOAD_CONST,14
LOAD_NONLOCAL,LOAD_FIELD,13
RETURN,JUMP,13
LOAD_CONST,CALL,13
CREATE_OBJECT,DUPE,11
LOAD_GLOBAL,CREATE_OBJECT,11
CREATE_CLASS,DUPE,10
JUMP_IF_FALSE,LOAD_GLOBAL,9
LOAD_FIELD,SWAP,8
CALL,RETURN,8
LOAD_GLOBAL,CREATE_CLASS,8
LOAD_FIELD,LOAD_CONST,7
POP,LOAD_NONLOCAL,7
LOAD_GLOBAL,LOAD_CONST,7
ASSERT_FUNC,LOAD_CONST,7
CALL,JUMP,7
JUMP_IF_FALSE_PEEK,LOAD_LOCAL,7
JUMP,LOAD_LOCAL,7
LOAD_FIELD,DUPE,6
CALL,JUMP_IF_FALSE_PEEK,6
JUMP_IF_FALSE,LOAD_NONLOCAL,6
POP,JUMP,5
JUMP,LOAD_GLOBAL,5
LOAD_CONST,LOAD_GLOBAL,5
LOAD_CONST,LOAD_LOCAL,5
JUMP,POP,4
LOAD_GLOBAL,DUPE,4
LOAD_LOCAL,CREATE_FUNC,4
LOAD_GLOBAL,JUMP,4
LOAD_GLOBAL,JUMP_IF_FALSE,3
LOAD_FIELD,LOAD_LOCAL,3
LOAD_CONST,SWAP,3
STORE_FIELD,JUMP,3
LOAD_LOCAL,RETURN,3
LOAD_LOCAL,LOAD_CONST,3
CALL,LOAD_CONST,2
LOAD_CONST,RAISE,2
LOAD_CONST,CREATE_CLASS,2
POP,CREATE_FUNC,2
STORE_LOCAL,JUMP,2
LOAD_GLOBAL,RETURN,2
CALL,LOAD_LOCAL,2
LOAD_LOCAL,DUPE,2
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL,2
JUMP_IF_FALSE,LOAD_CONST,2
LOAD_FIELD,JUMP_IF_FALSE_PEEK,2
CALL,LOAD_GLOBAL,1
CREATE_LIST,DUPE,1
LOAD_GLOBAL,LOAD_FIELD,1
RAISE,JUMP,1
JUMP_IF_TRUE_PEEK,LOAD_LOCAL,1
LOAD_LOCAL,JUMP_IF_FALSE_PEEK,1
LOAD_FIELD,JUMP_IF_TRUE_PEEK,1
LOAD_CONST,JUMP,1
LOAD_LOCAL,JUMP_IF_FALSE,1
