# Omitting opcode pairs seen zero times during compilation
opcode,next opcode,counts
LOAD_LOCAL,LOAD_FIELD,47
LOAD_FIELD,ASSERT_FUNC,39
ASSERT_FUNC,LOAD_LOCAL,35
DUPE,STORE_GLOBAL,32
LOAD_GLOBAL,ASSERT_FUNC,30
POP,LOAD_LOCAL,27
POP,LOAD_GLOBAL,24
LOAD_CONST,CALL,22
LOAD_LOCAL,CALL,21
CREATE_FUNC,DUPE,20
CALL,RETURN,18
DUPE,STORE_FIELD,16
SWAP,DUPE,16
CALL,DUPE,14
ASSERT_FUNC,LOAD_CONST,14
STORE_FIELD,POP,14
STORE_GLOBAL,POP,14
LOAD_LOCAL,LOAD_CONST,12
LOAD_CONST,SWAP,12
CALL,POP,11
DUPE,STORE_LOCAL,11
STORE_LOCAL,POP,10
ASSERT_FUNC,LOAD_GLOBAL,10
ASSERT_FUNC,CALL,10
CALL,CALL,9
LOAD_GLOBAL,CALL,7
LOAD_FIELD,POP,7
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL,5
LOAD_GLOBAL,LOAD_FIELD,5
CALL,JUMP_IF_FALSE_PEEK,5
CREATE_CLASS,DUPE,4
LOAD_GLOBAL,CREATE_OBJECT,4
LOAD_LOCAL,LOAD_GLOBAL,4
JUMP_IF_FALSE,LOAD_GLOBAL,4
CREATE_OBJECT,LOAD_GLOBAL,3
CREATE_LIST,LOAD_CONST,3
LOAD_GLOBAL,LOAD_GLOBAL,3
POP,JUMP,3
JUMP,LOAD_GLOBAL,3
POP,CREATE_FUNC,3
LOAD_CONST,DUPE,3
CALL,SWAP,3
LOAD_GLOBAL,CREATE_LIST,3
LOAD_GLOBAL,CREATE_CLASS,3
CALL,JUMP_IF_FALSE,3
LOAD_GLOBAL,JUMP,3
LOAD_FIELD,LOAD_CONST,3
LOAD_FIELD,LOAD_LOCAL,3
CALL,LOAD_LOCAL,2
JUMP,POP,2
LOAD_LOCAL,LOAD_LOCAL,2
LOAD_LOCAL,RETURN,1
LOAD_CONST,CREATE_CLASS,1
LOAD_GLOBAL,DUPE,1
LOAD_GLOBAL,SWAP,1
LOAD_GLOBAL,RETURN,1
LOAD_GLOBAL,JUMP_IF_FALSE,1
LOAD_GLOBAL,LOAD_CONST,1
POP,LOAD_CONST,1
LOAD_LOCAL,JUMP_IF_FALSE,1
CREATE_LIST,DUPE,1
LOAD_LOCAL,JUMP_IF_FALSE_PEEK,1
CALL,LOAD_GLOBAL,1
JUMP,LOAD_LOCAL,1
LOAD_CONST,RAISE,1
CALL,JUMP,1
JUMP,LOAD_CONST,1
STORE_LOCAL,JUMP,1
STORE_FIELD,RETURN,1
RAISE,RETURN,1
JUMP_IF_FALSE_PEEK,LOAD_LOCAL,1
STORE_FIELD,RETURN_INIT,1
CALL,LOAD_CONST,1
JUMP_IF_FALSE,LOAD_CONST,1
JUMP,RETURN,1
CREATE_OBJECT,CREATE_LIST,1
