# Omitting opcode pairs seen zero times during compilation
opcode,next opcode,counts
LOAD_LOCAL,LOAD_FIELD,57
ASSERT_FUNC,LOAD_LOCAL,49
LOAD_FIELD,ASSERT_FUNC,45
LOAD_GLOBAL,ASSERT_FUNC,37
DUPE,STORE_LOCAL,25
DUPE,STORE_GLOBAL,23
LOAD_LOCAL,CALL,23
ASSERT_FUNC,CALL,22
POP,LOAD_LOCAL,19
LOAD_CONST,CALL,19
STORE_LOCAL,POP,19
CREATE_FUNC,DUPE,18
POP,LOAD_GLOBAL,17
DUPE,STORE_FIELD,15
SWAP,DUPE,15
STORE_FIELD,POP,14
CALL,SWAP,11
LOAD_LOCAL,LOAD_GLOBAL,11
CALL,CALL,10
LOAD_CONST,DUPE,9
CALL,DUPE,9
CALL,JUMP_IF_FALSE,9
CALL,LOAD_CONST,9
LOAD_LOCAL,LOAD_LOCAL,8
JUMP_IF_FALSE,LOAD_LOCAL,6
JUMP,LOAD_CONST,6
POP,LOAD_CONST,6
LOAD_FIELD,CALL,6
STORE_LOCAL,JUMP,6
ASSERT_FUNC,LOAD_CONST,6
JUMP,POP,5
CALL,JUMP_IF_FALSE_PEEK,5
ASSERT_FUNC,LOAD_GLOBAL,5
LOAD_GLOBAL,DUPE,5
LOAD_LOCAL,LOAD_CONST,5
LOAD_CONST,POP,5
POP,JUMP,5
CALL,POP,4
LOAD_FIELD,LOAD_LOCAL,4
JUMP_IF_FALSE,LOAD_GLOBAL,4
LOAD_GLOBAL,CREATE_OBJECT,3
CREATE_OBJECT,DUPE,3
LOAD_GLOBAL,JUMP,3
LOAD_CONST,CREATE_CLASS,3
JUMP,LOAD_GLOBAL,3
CREATE_CLASS,DUPE,3
LOAD_FIELD,LOAD_CONST,3
LOAD_GLOBAL,LOAD_FIELD,2
LOAD_GLOBAL,CALL,2
LOAD_CONST,SWAP,2
LOAD_CONST,LOAD_GLOBAL,2
JUMP_IF_FALSE_PEEK,LOAD_LOCAL,2
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL,2
JUMP,LOAD_LOCAL,2
CALL,LOAD_LOCAL,2
LOAD_LOCAL,SWAP,2
JUMP_IF_FALSE_PEEK,LOAD_CONST,1
JUMP_IF_FALSE,LOAD_CONST,1
LOAD_LOCAL,JUMP_IF_FALSE,1
CREATE_LIST,DUPE,1
LOAD_GLOBAL,JUMP_IF_FALSE,1
CALL,JUMP,1
CALL,LOAD_GLOBAL,1
POP,CREATE_LIST,1
STORE_GLOBAL,POP,1
LOAD_CONST,RAISE,1
LOAD_LOCAL,JUMP,1
