# DYNAMIC COUNTS:
# Total dynamic bytecodes: 899490
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,105946,67796.55,384.43416724761727
CALL,105946,105250.75,554.4412906132113
CATCH,0,0.0,0.0
CREATE_CLASS,2,20.9,5.48586700915227
CREATE_FUNC,17,36.35,7.169195800161454
CREATE_LIST,0,0.0,0.0
CREATE_OBJECT,32,118.95,29.281707959964212
DUPE,41894,26430.4,201.62142743270144
JUMP,20863,12854.55,102.96114494517359
JUMP_IF_FALSE,42464,26885.0,151.16007548639493
JUMP_IF_FALSE_PEEK,20859,13286.55,86.20872773009773
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,39767,25064.7,170.2849314964093
LOAD_FIELD,83647,54518.7,395.3429024610355
LOAD_GLOBAL,15,21.45,3.979883626968322
LOAD_GLOBAL_BY_INDEX,84211,52930.05,286.78975886435165
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,201578,126578.0,669.2052631372037
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,43950,27628.15,168.16510527329683
RAISE,0,0.0,0.0
RETURN,66250,42292.6,245.36705050532728
RETURN_INIT,31,44.65,10.327658317149607
STORE_FIELD,124,174.2,39.82276524274712
STORE_GLOBAL,20,48.4,10.292562465453543
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,41750,26224.05,120.48781331692814
SWAP,124,169.05,41.30308386600334
TRY,0,0.0,0.0
