# DYNAMIC COUNTS:
# Total dynamic bytecodes: 5033351
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,714237,586643.6,2386.374995899144
CALL,714237,770379.75,3857.553804584349
CATCH,0,0.0,0.0
CREATE_CLASS,10,16.75,1.712953743192089
CREATE_FUNC,20,37.65,4.965936600057383
CREATE_LIST,1027,769.35,18.762434473394475
CREATE_OBJECT,3802,9585.55,132.96199496571606
DUPE,97959,61238.35,284.2277209710925
JUMP,78765,48569.3,537.108251364854
JUMP_IF_FALSE,158081,100247.8,755.1067265102668
JUMP_IF_FALSE_PEEK,44626,28310.1,166.01043087075817
JUMP_IF_TRUE_PEEK,44250,28096.5,476.2027984621233
LOAD_CONST,265712,165969.85,733.3360883122135
LOAD_FIELD,788224,627868.25,2261.2974355677215
LOAD_GLOBAL,128,103.4,4.272309864575297
LOAD_GLOBAL_BY_INDEX,300029,188313.85,1063.4212550957761
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,1078321,674379.15,3086.737628442367
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,188594,118183.45,814.6214797457526
RAISE,0,0.0,0.0
RETURN,383806,244619.75,1252.0574173398734
RETURN_INIT,3801,2417.6,29.942752396074606
STORE_FIELD,69763,45178.85,648.3813266410738
STORE_GLOBAL,36,60.55,8.016266357587519
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,28160,17690.0,452.55124746148687
SWAP,69763,44064.85,810.1166436481785
TRY,0,0.0,0.0
