# DYNAMIC COUNTS:
# Total dynamic bytecodes: 4629996
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,714237,556372.0,3485.103752152193
CALL,714237,1051752.08,7299.972848258138
CATCH,0,0.0,0.0
CREATE_CLASS,10,13.16,1.7066496597792091
CREATE_FUNC,20,34.26,4.543710611653098
CREATE_LIST,1027,706.44,16.120920619885627
CREATE_OBJECT,3802,13971.46,86.03421483601174
DUPE,92095,55899.58,622.6729442574195
JUMP,78765,47054.44,410.58769030326687
JUMP_IF_FALSE,158081,97219.38,857.5779345794458
JUMP_IF_FALSE_PEEK,44626,27520.92,474.1322402289152
JUMP_IF_TRUE_PEEK,44250,27109.18,239.64094655401848
LOAD_CONST,265712,160648.58,1566.516180078896
LOAD_FIELD,788224,631849.7,4028.2439241243774
LOAD_GLOBAL,128,98.16,5.168033613336067
LOAD_GLOBAL_BY_INDEX,300029,182351.98,1447.7357619146287
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,1072457,648773.24,5437.969750049097
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,186531,113009.12,1123.594117289761
RAISE,0,0.0,0.0
RETURN,9771,5887.44,63.39128891420384
STORE_FIELD,63899,44681.36,482.653412641716
STORE_GLOBAL,36,59.78,7.313085839082974
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,28160,17029.8,149.33061525709059
SWAP,63899,38650.36,335.05806746208617
TRY,0,0.0,0.0
