# DYNAMIC COUNTS:
# Total dynamic bytecodes: 826325
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,109539,110394.64,891.5935003104918
CALL,109539,168970.4,1333.0249932589645
CATCH,0,0.0,0.0
CREATE_CLASS,3,14.04,2.955175328891637
CREATE_FUNC,18,33.18,5.294163131724042
CREATE_LIST,1,1.12,0.4351870346207948
CREATE_OBJECT,102,652.86,13.057189746711687
DUPE,41839,25323.04,233.4746378744645
JUMP,8720,5230.28,55.45398533735811
JUMP_IF_FALSE,26426,16227.82,136.79564529409794
JUMP_IF_FALSE_PEEK,5303,3299.54,48.48404324083939
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,54087,32680.76,275.02441895295124
LOAD_FIELD,111096,119731.02,883.479750180835
LOAD_GLOBAL,38,32.52,2.8084420839275843
LOAD_GLOBAL_BY_INDEX,47162,28650.76,266.3698181100861
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,192648,116595.64,933.4390388148948
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,64313,38934.5,333.6521009821382
RAISE,0,0.0,0.0
RETURN,0,0.0,0.0
STORE_FIELD,13652,9097.36,92.60884605342515
STORE_GLOBAL,23,50.8,6.266203485560377
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,28164,17064.7,157.44260373033606
SWAP,13652,8261.14,85.54984464256675
TRY,0,0.0,0.0
