# DYNAMIC COUNTS:
# Total dynamic bytecodes: 901922
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,161497,172255.22,1880.58320621827
CALL,161497,245027.86,2803.8638792690044
CATCH,0,0.0,0.0
CREATE_CLASS,1,12.6,2.231499907401901
CREATE_FUNC,17,32.02,6.112850298797623
CREATE_LIST,1,2.04,0.5329930887479323
CREATE_OBJECT,1,10.4,1.9059520091609055
DUPE,22430,13757.46,183.53492799987237
JUMP,21737,13150.42,171.44608124862506
JUMP_IF_FALSE,4999,3111.1,46.241270549594766
JUMP_IF_FALSE_PEEK,21739,13578.4,196.13583381453353
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,36072,21996.76,273.9631704728036
LOAD_FIELD,123020,149359.46,1650.8316792033154
LOAD_GLOBAL,14,17.9,2.340852801167706
LOAD_GLOBAL_BY_INDEX,59535,36579.22,492.30131349134666
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,223451,136378.38,1636.682394606944
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,43481,26673.54,361.427453979076
RAISE,0,0.0,0.0
RETURN,0,0.0,0.0
STORE_FIELD,0,0.0,0.0
STORE_GLOBAL,20,47.8,7.780142173822916
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,22410,13715.62,169.02975103423015
SWAP,0,0.0,0.0
TRY,0,0.0,0.0
