# DYNAMIC COUNTS:
# Total dynamic bytecodes: 652358
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,105193,92752.38,769.4481428204202
CALL,105193,162242.96,1500.2870876289394
CATCH,0,0.0,0.0
CREATE_CLASS,1,12.56,2.3049193177255667
CREATE_FUNC,17,32.08,5.098379094158761
CREATE_LIST,40,50.74,3.468870309551771
CREATE_OBJECT,1,24.7,5.0880010910023215
DUPE,9891,6038.48,75.00237819358713
JUMP,9740,5862.94,70.4184026272354
JUMP_IF_FALSE,11010,6806.68,74.72328271423729
JUMP_IF_FALSE_PEEK,27351,16927.12,177.72113445691585
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,36367,22111.48,221.34572090570245
LOAD_FIELD,101732,102862.56,761.3418379976983
LOAD_GLOBAL,57,99.94,20.820329547079215
LOAD_GLOBAL_BY_INDEX,29307,17929.9,167.67549441874758
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,178054,108238.86,1047.8130190339998
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,28393,17277.04,178.16696594796164
RAISE,0,0.0,0.0
RETURN,80,48.02,4.147731123082565
STORE_FIELD,40,39.0,4.100771455544951
STORE_GLOBAL,19,46.34,8.22790175846423
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,9832,5976.7,56.44836904062801
SWAP,40,28.38,4.024871654690953
TRY,0,0.0,0.0
