# DYNAMIC COUNTS:
# Total dynamic bytecodes: 1542140
instruction,counts,total execution time(ticks),total execution time(ticks)_std,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,233607,266681595.6,2134411.675721,98770.96133333333,790.5228428596296
CALL,233607,95831906.5,624724.4006422689,35493.2987037037,231.3794076452848
CATCH,0,0.0,0.0,0.0,0.0
CREATE_CLASS,2,30273.0,1458.9272915759932,11.212222222222222,0.5403434413244419
CREATE_FUNC,17,5029.5,83.53725925723518,1.8627777777777779,0.030939725650827844
CREATE_LIST,5461,2917241.7,50959.51822161336,1080.459888888889,18.87389563763458
CREATE_OBJECT,2,22318.1,1428.2500849862254,8.265962962962963,0.5289815129578612
DUPE,52480,1141185.1,27971.124686004347,422.6611481481482,10.35967580963124
JUMP,31976,642568.7,19348.36417701289,237.98840740740738,7.16606080630107
JUMP_IF_FALSE,5461,143543.9,11085.57983147476,53.1644074074074,4.105770307953615
JUMP_IF_FALSE_PEEK,33341,940949.7,33969.75956889334,348.49988888888885,12.58139243292346
JUMP_IF_TRUE_PEEK,0,0.0,0.0,0.0,0.0
LOAD_CONST,104915,2226906.1,28404.31559853277,824.7800370370371,10.52011688834547
LOAD_FIELD,182518,383361897.8,3054417.3178162007,141985.8880740741,1131.2656732652595
LOAD_GLOBAL,15,13889.0,1178.921808933462,5.144074074074074,0.43663770701239335
LOAD_GLOBAL_BY_INDEX,64733,1695744.0,48348.49602842395,628.0533333333333,17.906850380897758
LOAD_LOCAL,0,0.0,0.0,0.0,0.0
LOAD_LOCAL_SAFE,338519,7555716.2,65521.23690722435,2798.4134074074077,24.267124780453464
LOAD_NONLOCAL,0,0.0,0.0,0.0,0.0
NOP,0,0.0,0.0,0.0,0.0
POP,85801,1852041.8,29955.72052845576,685.9414074074074,11.094711306835467
RAISE,0,0.0,0.0,0.0,0.0
RETURN,107643,4597313.4,60303.970340094085,1702.7086666666669,22.334803829664477
RETURN_INIT,2,703.6,135.8196947194486,0.2605925925925926,0.05030359063683281
STORE_FIELD,9560,535144.9,19249.518287616007,198.2018148148148,7.129451217635558
STORE_GLOBAL,21,41552.3,600.3929502724372,15.389740740740741,0.22236775936016195
STORE_GLOBAL_BY_INDEX,0,0.0,0.0,0.0,0.0
STORE_LOCAL,42899,864910.1,15636.203570391892,320.33707407407405,5.791186507552553
SWAP,9560,239316.8,9601.047035007225,88.63585185185185,3.5559433462989722
TRY,0,0.0,0.0,0.0,0.0
