# DYNAMIC COUNTS:
# Total dynamic bytecodes: 899490
instruction,counts,total execution time(ticks),total execution time(ticks)_std,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,105946,4459517.3,125701.4708204783,1651.673074074074,46.55610030388085
CALL,105946,40000043.5,1020125.0574469318,14814.830925925926,377.8240953507155
CATCH,0,0.0,0.0,0.0,0.0
CREATE_CLASS,2,30531.6,522.4370422911207,11.308,0.19349520084856323
CREATE_FUNC,17,4961.5,66.66451750921807,1.8375925925925927,0.024690562040451138
CREATE_LIST,0,0.0,0.0,0.0,0.0
CREATE_OBJECT,32,278351.5,28013.268779934322,103.09314814814815,10.375284733309009
DUPE,41894,995177.4,28528.587539334534,368.58422222222225,10.566143533086864
JUMP,20863,456730.3,14296.394337844704,169.15937037037037,5.294960865868409
JUMP_IF_FALSE,42464,1169814.4,25132.22237518579,433.2645925925926,9.30823050932807
JUMP_IF_FALSE_PEEK,20859,668918.8,16813.44611534719,247.74770370370373,6.227202264943403
JUMP_IF_TRUE_PEEK,0,0.0,0.0,0.0,0.0
LOAD_CONST,39767,906197.7,19569.019256010368,335.62877777777777,7.247784909633469
LOAD_FIELD,83647,6746426.1,122737.0967564412,2498.6763333333333,45.45818398386711
LOAD_GLOBAL,15,18081.0,2487.81167843718,6.696666666666666,0.9214117327545112
LOAD_GLOBAL_BY_INDEX,84211,2380421.2,40644.546116428995,881.6374814814816,15.053535598677406
LOAD_LOCAL,0,0.0,0.0,0.0,0.0
LOAD_LOCAL_SAFE,201578,4757976.6,96114.59035766154,1762.2135555555553,35.59799642876353
LOAD_NONLOCAL,0,0.0,0.0,0.0,0.0
NOP,0,0.0,0.0,0.0,0.0
POP,43950,1016735.6,17135.6140503984,376.56874074074074,6.346523722369778
RAISE,0,0.0,0.0,0.0,0.0
RETURN,66250,3232682.1,60600.940039521534,1197.2896666666668,22.444792607230198
RETURN_INIT,31,3766.2,359.0220048966358,1.3948888888888888,0.13297111292467992
STORE_FIELD,124,24566.9,2274.265778570954,9.098851851851853,0.842320658729983
STORE_GLOBAL,20,40520.2,635.7930480903344,15.00748148148148,0.23547890670012386
STORE_GLOBAL_BY_INDEX,0,0.0,0.0,0.0,0.0
STORE_LOCAL,41750,938193.7,27996.080607451946,347.4791481481481,10.368918743500721
SWAP,124,8376.8,821.9595072623391,3.1025185185185182,0.30442944713419967
TRY,0,0.0,0.0,0.0,0.0
