# DYNAMIC COUNTS:
# Total dynamic bytecodes: 972138
instruction,counts,total execution time(ticks),total execution time(ticks)_std,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,161497,213140230.0,1168861.7463152541,78940.82592592592,432.91175789453854
CALL,161497,76733058.8,561976.7679859704,28419.651407407408,208.13954369850754
CATCH,0,0.0,0.0,0.0,0.0
CREATE_CLASS,1,31258.3,9142.377654003418,11.577148148148147,3.3860657977790436
CREATE_FUNC,17,5097.3,202.11541778217503,1.887888888888889,0.0748575621415463
CREATE_LIST,1,13712.3,1422.4844500121314,5.07862962962963,0.5268460925970857
CREATE_OBJECT,1,24973.5,3857.2142592945575,9.249444444444444,1.4285978738127991
DUPE,22430,492159.6,15286.162088978592,182.28133333333332,5.661541514436515
JUMP,21737,440654.1,15102.619646935424,163.2052222222222,5.593562832198305
JUMP_IF_FALSE,4999,121073.5,1710.056924260281,44.84203703703704,0.6333544163926966
JUMP_IF_FALSE_PEEK,21739,636842.6,22953.19810396798,235.86762962962962,8.501184482951103
JUMP_IF_TRUE_PEEK,0,0.0,0.0,0.0,0.0
LOAD_CONST,36072,746381.5,15619.16913856007,276.4375925925926,5.784877458725952
LOAD_FIELD,123020,179917698.3,1114864.6742260542,66636.18455555556,412.912842305946
LOAD_GLOBAL,14,13701.8,868.0892265563247,5.07474074074074,0.3215145283541943
LOAD_GLOBAL_BY_INDEX,59535,1562731.4,40108.61725024079,578.7894074074073,14.855043426015108
LOAD_LOCAL,0,0.0,0.0,0.0,0.0
LOAD_LOCAL_SAFE,223451,5014191.9,50934.27915502592,1857.1081111111112,18.864547835194784
LOAD_NONLOCAL,0,0.0,0.0,0.0,0.0
NOP,0,0.0,0.0,0.0,0.0
POP,43481,972565.3,32007.89500157077,360.2093703703704,11.854775926507692
RAISE,0,0.0,0.0,0.0,0.0
RETURN,70216,2998257.9,50759.79768312298,1110.465888888889,18.799925067823327
RETURN_INIT,0,0.0,0.0,0.0,0.0
STORE_FIELD,0,0.0,0.0,0.0,0.0
STORE_GLOBAL,20,40604.3,694.7133524737104,15.03862962962963,0.2573012416569298
STORE_GLOBAL_BY_INDEX,0,0.0,0.0,0.0,0.0
STORE_LOCAL,22410,456962.5,7800.254837267546,169.24537037037038,2.888983273062054
SWAP,0,0.0,0.0,0.0,0.0
TRY,0,0.0,0.0,0.0,0.0
