# DYNAMIC COUNTS:
# Total dynamic bytecodes: 1542140
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,233607,246270.25,1247.2076970070748
CALL,233607,260101.65,1153.526778600031
CATCH,0,0.0,0.0
CREATE_CLASS,2,20.85,1.8994459025837254
CREATE_FUNC,17,39.0,0.9733285267845757
CREATE_LIST,5461,4339.35,53.22472219402918
CREATE_OBJECT,2,12.05,1.3945382182304158
DUPE,52480,33020.05,175.88557135400862
JUMP,31976,19623.45,149.888546312884
JUMP_IF_FALSE,5461,3504.2,53.50317255718775
JUMP_IF_FALSE_PEEK,33341,21259.15,125.6135573474205
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,104915,65918.05,542.5977937565478
LOAD_FIELD,182518,250029.95,997.3579558539955
LOAD_GLOBAL,15,27.0,4.576829516275719
LOAD_GLOBAL_BY_INDEX,64733,40687.55,210.79385664672495
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,338519,212401.4,1217.6085015956085
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,85801,53884.55,509.3816142612219
RAISE,0,0.0,0.0
RETURN,107643,68869.95,456.85301966710114
RETURN_INIT,2,3.8,0.4103913408340617
STORE_FIELD,9560,6193.3,66.40949519934317
STORE_GLOBAL,21,51.25,1.8602489929548331
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,42899,26901.9,159.22605578894814
SWAP,9560,6007.15,57.086522513037814
TRY,0,0.0,0.0
