# DYNAMIC COUNTS:
# Total dynamic bytecodes: 55000145
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,4000004,3613933.2,17895.382675868936
CALL,4000004,3963983.05,13608.980365049947
CATCH,0,0.0,0.0
CREATE_CLASS,1,25.05,4.978638579497729
CREATE_FUNC,17,33.8,6.135316231716006
CREATE_LIST,0,0.0,0.0
CREATE_OBJECT,1,7.45,1.1459310165698642
DUPE,1000029,625593.15,2969.48289446602
JUMP,1000000,613395.55,3253.1151948636416
JUMP_IF_FALSE,0,0.0,0.0
JUMP_IF_FALSE_PEEK,1000001,632125.8,3021.029810476788
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,2000012,1250123.45,5777.635871230187
LOAD_FIELD,12000004,9520277.0,44543.08891753891
LOAD_GLOBAL,17,31.95,6.065215750924542
LOAD_GLOBAL_BY_INDEX,12999989,8126610.45,33321.28948897215
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,4000013,2497767.95,8943.406824524276
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,9000012,5623395.2,24393.231040382674
RAISE,0,0.0,0.0
RETURN,2000002,1265743.3,6093.615348093958
RETURN_INIT,1,1.95,0.22360679774997894
STORE_FIELD,1000009,634409.35,3024.716398624061
STORE_GLOBAL,20,49.6,8.015773922644488
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,0,0.0,0.0
SWAP,1000009,626741.9,3103.4358192510736
TRY,0,0.0,0.0
