# Omitting opcode pairs seen zero times during compilation
opcode, next opcode, counts
LOAD_CONST, LOAD_GLOBAL, 2
LOAD_CONST, LOAD_LOCAL, 1
LOAD_CONST, CALL, 105
LOAD_CONST, JUMP, 12
LOAD_CONST, RAISE, 21
LOAD_CONST, CREATE_CLASS, 10
LOAD_CONST, POP, 32
LOAD_CONST, DUPE, 26
LOAD_CONST, SWAP, 17
LOAD_GLOBAL, LOAD_CONST, 10
LOAD_GLOBAL, LOAD_LOCAL, 6
LOAD_GLOBAL, LOAD_FIELD, 12
LOAD_GLOBAL, CALL, 16
LOAD_GLOBAL, JUMP, 2
LOAD_GLOBAL, ASSERT_FUNC, 173
LOAD_GLOBAL, CREATE_OBJECT, 36
LOAD_GLOBAL, CREATE_CLASS, 9
LOAD_GLOBAL, DUPE, 13
LOAD_GLOBAL, SWAP, 10
LOAD_GLOBAL, RETURN, 1
LOAD_LOCAL, LOAD_CONST, 52
LOAD_LOCAL, LOAD_GLOBAL, 28
LOAD_LOCAL, LOAD_LOCAL, 116
LOAD_LOCAL, LOAD_FIELD, 437
LOAD_LOCAL, LOAD_NONLOCAL, 4
LOAD_LOCAL, CALL, 174
LOAD_LOCAL, JUMP, 3
LOAD_LOCAL, JUMP_IF_FALSE, 1
LOAD_LOCAL, JUMP_IF_FALSE_PEEK, 1
LOAD_LOCAL, ASSERT_FUNC, 13
LOAD_LOCAL, CREATE_OBJECT, 1
LOAD_LOCAL, CREATE_FUNC, 9
LOAD_LOCAL, DUPE, 14
LOAD_LOCAL, SWAP, 23
LOAD_FIELD, LOAD_CONST, 21
LOAD_FIELD, LOAD_GLOBAL, 14
LOAD_FIELD, LOAD_LOCAL, 32
LOAD_FIELD, LOAD_FIELD, 99
LOAD_FIELD, LOAD_NONLOCAL, 1
LOAD_FIELD, CALL, 39
LOAD_FIELD, JUMP, 1
LOAD_FIELD, JUMP_IF_FALSE, 3
LOAD_FIELD, JUMP_IF_TRUE_PEEK, 1
LOAD_FIELD, JUMP_IF_FALSE_PEEK, 2
LOAD_FIELD, ASSERT_FUNC, 299
LOAD_FIELD, DUPE, 22
LOAD_FIELD, SWAP, 7
LOAD_FIELD, RETURN, 7
LOAD_NONLOCAL, LOAD_GLOBAL, 1
LOAD_NONLOCAL, LOAD_FIELD, 8
LOAD_NONLOCAL, LOAD_NONLOCAL, 1
LOAD_NONLOCAL, CALL, 4
LOAD_NONLOCAL, ASSERT_FUNC, 1
LOAD_NONLOCAL, SWAP, 1
STORE_GLOBAL, POP, 20
STORE_LOCAL, JUMP, 14
STORE_LOCAL, POP, 167
STORE_FIELD, JUMP, 11
STORE_FIELD, POP, 48
CALL, LOAD_CONST, 20
CALL, LOAD_GLOBAL, 3
CALL, LOAD_LOCAL, 11
CALL, CALL, 42
CALL, JUMP, 26
CALL, JUMP_IF_FALSE, 81
CALL, JUMP_IF_TRUE_PEEK, 3
CALL, JUMP_IF_FALSE_PEEK, 45
CALL, POP, 97
CALL, DUPE, 74
CALL, SWAP, 23
CALL, RETURN, 1
JUMP, LOAD_CONST, 49
JUMP, LOAD_GLOBAL, 7
JUMP, LOAD_LOCAL, 27
JUMP, LOAD_NONLOCAL, 2
JUMP, POP, 25
JUMP_IF_FALSE, LOAD_CONST, 17
JUMP_IF_FALSE, LOAD_GLOBAL, 11
JUMP_IF_FALSE, LOAD_LOCAL, 53
JUMP_IF_FALSE, LOAD_NONLOCAL, 4
JUMP_IF_TRUE_PEEK, LOAD_GLOBAL, 2
JUMP_IF_TRUE_PEEK, LOAD_LOCAL, 2
JUMP_IF_FALSE_PEEK, LOAD_GLOBAL, 13
JUMP_IF_FALSE_PEEK, LOAD_LOCAL, 35
RAISE, JUMP, 7
ASSERT_FUNC, LOAD_CONST, 22
ASSERT_FUNC, LOAD_GLOBAL, 28
ASSERT_FUNC, LOAD_LOCAL, 329
ASSERT_FUNC, LOAD_NONLOCAL, 1
ASSERT_FUNC, CALL, 106
CREATE_OBJECT, DUPE, 36
CREATE_OBJECT, SWAP, 1
CREATE_CLASS, DUPE, 19
CREATE_LIST, DUPE, 1
CREATE_FUNC, DUPE, 37
POP, LOAD_CONST, 25
POP, LOAD_GLOBAL, 111
POP, LOAD_LOCAL, 215
POP, LOAD_NONLOCAL, 3
POP, JUMP, 31
POP, CREATE_FUNC, 4
DUPE, STORE_GLOBAL, 61
DUPE, STORE_LOCAL, 181
DUPE, STORE_FIELD, 82
SWAP, DUPE, 82
RETURN, JUMP, 9
