# Omitting opcode pairs executed zero times
# Opcode pairs are only tracked if they are in the same bytecode frame
opcode,next opcode,counts
ASSERT_FUNC,LOAD_LOCAL_SAFE,62960598
LOAD_LOCAL_SAFE,LOAD_FIELD,56678798
LOAD_LOCAL_SAFE,CALL,42621808
LOAD_GLOBAL_BY_INDEX,ASSERT_FUNC,35959675
LOAD_FIELD,ASSERT_FUNC,35943153
DUPE,STORE_LOCAL,15106185
STORE_LOCAL,POP,14020279
POP,LOAD_GLOBAL_BY_INDEX,12758855
CALL,JUMP_IF_FALSE,12713786
LOAD_LOCAL_SAFE,LOAD_LOCAL_SAFE,12297583
LOAD_CONST,CALL,11747057
POP,LOAD_LOCAL_SAFE,9882447
LOAD_LOCAL_SAFE,LOAD_CONST,9760269
JUMP_IF_FALSE,LOAD_CONST,7790026
LOAD_FIELD,CALL,7518837
CALL,DUPE,7063793
JUMP_IF_FALSE,LOAD_GLOBAL_BY_INDEX,6718338
CALL,CALL,5871139
ASSERT_FUNC,LOAD_GLOBAL_BY_INDEX,5582870
CALL,JUMP_IF_FALSE_PEEK,5527226
LOAD_FIELD,LOAD_LOCAL_SAFE,5501825
LOAD_CONST,POP,5142457
LOAD_FIELD,DUPE,4689018
LOAD_LOCAL_SAFE,JUMP_IF_FALSE,4118912
CALL,LOAD_LOCAL_SAFE,3743411
DUPE,STORE_FIELD,3508168
SWAP,DUPE,3508168
JUMP_IF_TRUE_PEEK,LOAD_GLOBAL_BY_INDEX,2940257
LOAD_LOCAL_SAFE,SWAP,2835353
LOAD_GLOBAL_BY_INDEX,CALL,2745216
LOAD_CONST,RETURN,2712965
CALL,JUMP_IF_TRUE_PEEK,2436216
LOAD_FIELD,LOAD_GLOBAL_BY_INDEX,2410348
JUMP_IF_FALSE,LOAD_LOCAL_SAFE,2366575
CALL,POP,2361688
STORE_FIELD,POP,2298724
JUMP,LOAD_GLOBAL_BY_INDEX,2290150
POP,JUMP,2290150
JUMP_IF_FALSE_PEEK,LOAD_LOCAL_SAFE,2244269
ASSERT_FUNC,LOAD_CONST,1920567
