# DYNAMIC COUNTS:
# Total dynamic bytecodes: 55000145
instruction,counts,total execution time(ticks),total execution time(ticks)_std,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,4000004,4196768485.6,118063142.42201094,1554358.6983703703,43727.08978592998
CALL,4000004,616403337.2,8490602.96657205,228297.53229629633,3144.6677653970555
CATCH,0,0.0,0.0,0.0,0.0
CREATE_CLASS,1,29381.0,4141.138643315133,10.881851851851852,1.5337550530796789
CREATE_FUNC,17,5101.7,781.1029381586013,1.8895185185185184,0.28929738450318565
CREATE_LIST,0,0.0,0.0,0.0,0.0
CREATE_OBJECT,1,27688.9,4099.474599198498,10.255148148148148,1.5183239256290735
DUPE,1000029,20787984.3,159523.37247962708,7699.2534444444445,59.08273054801003
JUMP,1000000,19348756.0,127771.1199540633,7166.205925925926,47.32263702002344
JUMP_IF_FALSE,0,0.0,0.0,0.0,0.0
JUMP_IF_FALSE_PEEK,1000001,28451847.1,298118.43900208885,10537.721148148148,110.41423666744032
JUMP_IF_TRUE_PEEK,0,0.0,0.0,0.0,0.0
LOAD_CONST,2000012,40353788.1,1269344.3785753462,14945.847444444446,470.1275476204986
LOAD_FIELD,12000004,5298897627.0,68086922.89137822,1962554.6766666668,25217.3788486586
LOAD_GLOBAL,17,10967.5,1479.3487720864493,4.062037037037037,0.5479069526246109
LOAD_GLOBAL_BY_INDEX,12999989,311685919.1,1498741.864472846,115439.22929629631,555.0895794343875
LOAD_LOCAL,0,0.0,0.0,0.0,0.0
LOAD_LOCAL_SAFE,4000013,80509443.6,1831877.9614634274,29818.312444444444,678.4733190605286
LOAD_NONLOCAL,0,0.0,0.0,0.0,0.0
NOP,0,0.0,0.0,0.0,0.0
POP,9000012,186836089.4,2119765.1276538433,69198.55162962963,785.0981954273493
RAISE,0,0.0,0.0,0.0,0.0
RETURN,2000002,84104381.8,1395488.9482808015,31149.771037037037,516.8477586225191
RETURN_INIT,1,550.7,77.03526191911965,0.20396296296296298,0.02853157848856283
STORE_FIELD,1000009,93342152.8,866423.364970557,34571.1677037037,320.8975425816878
STORE_GLOBAL,20,41320.1,9977.361479606563,15.303740740740741,3.695319066520949
STORE_GLOBAL_BY_INDEX,0,0.0,0.0,0.0,0.0
STORE_LOCAL,0,0.0,0.0,0.0,0.0
SWAP,1000009,24431401.8,1242765.3720805403,9048.667333333333,460.28347114094083
TRY,0,0.0,0.0,0.0,0.0
