# DYNAMIC COUNTS:
# Total dynamic bytecodes: 881082
instruction,counts,total execution time(ticks),total execution time(ticks)_std,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,109539,132460516.9,572017.868266913,49059.450703703704,211.85846972848628
CALL,109539,48160663.8,300517.18667299655,17837.282888888887,111.30266173073946
CATCH,0,0.0,0.0,0.0,0.0
CREATE_CLASS,3,25398.2,6294.1899324109345,9.40674074074074,2.331181456448494
CREATE_FUNC,18,5154.7,753.11067894224,1.909148148148148,0.27892988108971856
CREATE_LIST,1,585.0,143.6948521218342,0.21666666666666667,0.05322031560067934
CREATE_OBJECT,102,447693.9,26341.786515564563,165.81255555555558,9.756217227986875
DUPE,42240,880612.5,6062.15695068487,326.15277777777777,2.2452433150684703
JUMP,8720,171842.8,13269.011217673184,63.645481481481475,4.9144485991382165
JUMP_IF_FALSE,26426,747852.2,21106.276920186054,276.9822962962963,7.817139600068908
JUMP_IF_FALSE_PEEK,5303,155590.4,3182.1540933280094,57.62607407407407,1.178575590121485
JUMP_IF_TRUE_PEEK,0,0.0,0.0,0.0,0.0
LOAD_CONST,54087,1148082.0,26193.28707894451,425.21555555555557,9.701217436646115
LOAD_FIELD,111096,144747635.9,719755.4159209663,53610.23551851852,266.57607997072824
LOAD_GLOBAL,38,19261.9,2257.695562433425,7.134037037037038,0.8361835416420093
LOAD_GLOBAL_BY_INDEX,47162,1213537.9,31469.04707118443,449.45848148148144,11.655202618957196
LOAD_LOCAL,0,0.0,0.0,0.0,0.0
LOAD_LOCAL_SAFE,193049,4212766.5,49531.79395680071,1560.283888888889,18.345108872889153
LOAD_NONLOCAL,0,0.0,0.0,0.0,0.0
NOP,0,0.0,0.0,0.0,0.0
POP,64613,1344547.0,38573.181643536496,497.9803703703704,14.286363571680184
RAISE,0,0.0,0.0,0.0,0.0
RETURN,52752,2247961.8,43548.09791918525,832.5784444444444,16.128925155253796
RETURN_INIT,101,5035.9,296.38273619728506,1.865148148148148,0.10977138377677224
STORE_FIELD,14053,2492382.7,50053.95067545674,923.1047037037038,18.538500250169164
STORE_GLOBAL,23,40957.5,5702.665041798208,15.169444444444444,2.112098163628966
STORE_GLOBAL_BY_INDEX,0,0.0,0.0,0.0,0.0
STORE_LOCAL,28164,561675.0,26687.683076655412,208.02777777777777,9.88432706542793
SWAP,14053,364689.7,18446.847515867958,135.07025925925927,6.832165746617762
TRY,0,0.0,0.0,0.0,0.0
