# DYNAMIC COUNTS:
# Total dynamic bytecodes: 833632
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,105946,65892.34,581.2375821802761
CALL,105946,165662.12,1802.817450774293
CATCH,0,0.0,0.0
CREATE_CLASS,2,19.0,4.025429372458676
CREATE_FUNC,17,35.72,6.474565622495457
CREATE_LIST,0,0.0,0.0
CREATE_OBJECT,32,278.3,58.353689354011635
DUPE,41832,25647.82,229.4451773033275
JUMP,20863,12605.72,112.0433662398955
JUMP_IF_FALSE,42464,26340.06,251.15231657790582
JUMP_IF_FALSE_PEEK,20859,12937.46,117.64113711987466
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,39767,24347.2,243.64938006931752
LOAD_FIELD,83647,53384.08,446.6277196950511
LOAD_GLOBAL,15,21.98,3.644901387205007
LOAD_GLOBAL_BY_INDEX,84211,51652.1,454.1317012066153
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,201516,123220.34,1051.9147674403969
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,43919,26885.86,273.1025082272225
RAISE,0,0.0,0.0
RETURN,702,429.56,14.384174977937322
STORE_FIELD,62,89.22,20.45032807480963
STORE_GLOBAL,20,47.9,10.278271116430874
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,41750,25478.94,243.82600102431647
SWAP,62,84.24,18.588519608201448
TRY,0,0.0,0.0
