# DYNAMIC COUNTS:
# Total dynamic bytecodes: 1434487
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,233607,248953.94,1276.3800759833837
CALL,233607,346410.18,1842.927392791717
CATCH,0,0.0,0.0
CREATE_CLASS,2,14.5,2.2879453397209955
CREATE_FUNC,17,36.36,6.297910246215625
CREATE_LIST,5461,4185.66,38.63783173026565
CREATE_OBJECT,2,16.14,3.017026512908337
DUPE,52478,32080.3,291.4997287078234
JUMP,31976,19296.36,137.32454631422672
JUMP_IF_FALSE,5461,3401.92,38.95095817636767
JUMP_IF_FALSE_PEEK,33341,20764.94,129.85147088037084
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,104915,64051.24,433.764798488955
LOAD_FIELD,182518,229191.7,1199.816758968652
LOAD_GLOBAL,15,24.98,4.613600125980684
LOAD_GLOBAL_BY_INDEX,64733,39838.22,400.7009312773448
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,338517,206503.32,1115.2694273179966
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,85801,52540.06,564.1022996671765
RAISE,0,0.0,0.0
RETURN,0,0.0,0.0
STORE_FIELD,9558,6070.46,60.46966181483077
STORE_GLOBAL,21,49.22,8.06172615333891
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,42899,26108.8,157.45669958721336
SWAP,9558,5841.74,59.21383249869634
TRY,0,0.0,0.0
