# DYNAMIC COUNTS:
# Total dynamic bytecodes: 4629996
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,714237,561387.94,5275.615810500219
CALL,714237,1032171.5,6656.865083873802
CATCH,0,0.0,0.0
CREATE_CLASS,10,13.16,1.4478696524937058
CREATE_FUNC,20,35.08,3.318716250452939
CREATE_LIST,1027,724.06,17.74583595882569
CREATE_OBJECT,3802,13879.96,125.07254384751992
DUPE,92095,56205.94,518.5436989831259
JUMP,78765,47623.54,561.372342149675
JUMP_IF_FALSE,158081,98100.34,830.6613939678277
JUMP_IF_FALSE_PEEK,44626,27820.0,471.39090758637104
JUMP_IF_TRUE_PEEK,44250,27411.74,202.4268887922805
LOAD_CONST,265712,161953.32,1229.3386879928196
LOAD_FIELD,788224,618897.44,17245.408530802804
LOAD_GLOBAL,128,102.38,4.935874506392675
LOAD_GLOBAL_BY_INDEX,300029,184356.82,1445.8911338757173
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,1072457,654533.94,4633.704518822377
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,186531,113974.9,971.8950193160946
RAISE,0,0.0,0.0
RETURN,9771,5944.04,64.83069315926063
STORE_FIELD,63899,40384.46,284.8335862161167
STORE_GLOBAL,36,60.64,5.930756912150455
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,28160,17144.3,131.773499240328
SWAP,63899,39070.7,478.27151583294443
TRY,0,0.0,0.0
