# DYNAMIC COUNTS:
# Total dynamic bytecodes: 826325
instruction,counts,total execution time(μs),total execution time(μs)_std
ASSERT_FUNC,109539,112172.7,1526.2341977988206
CALL,109539,171434.96,1504.9638677607245
CATCH,0,0.0,0.0
CREATE_CLASS,3,13.04,3.0835971573101815
CREATE_FUNC,18,37.72,6.556006748760707
CREATE_LIST,1,1.2,0.40406101782088444
CREATE_OBJECT,102,639.6,17.947770028045003
DUPE,41839,25595.28,258.4394327655199
JUMP,8720,5292.4,69.67709780970836
JUMP_IF_FALSE,26426,16403.48,180.44471593871666
JUMP_IF_FALSE_PEEK,5303,3339.06,43.94217443274229
JUMP_IF_TRUE_PEEK,0,0.0,0.0
LOAD_CONST,54087,33022.22,350.4996020260337
LOAD_FIELD,111096,117914.44,1827.6161585128164
LOAD_GLOBAL,38,32.66,3.7066404834390645
LOAD_GLOBAL_BY_INDEX,47162,29074.2,282.06961074550827
LOAD_LOCAL,0,0.0,0.0
LOAD_LOCAL_SAFE,192648,117710.14,982.7214609419672
LOAD_NONLOCAL,0,0.0,0.0
NOP,0,0.0,0.0
POP,64313,39295.62,369.2799883501925
RAISE,0,0.0,0.0
RETURN,0,0.0,0.0
STORE_FIELD,13652,8595.5,112.39294225790033
STORE_GLOBAL,23,50.06,8.11501505776515
STORE_GLOBAL_BY_INDEX,0,0.0,0.0
STORE_LOCAL,28164,17169.92,177.96581189678423
SWAP,13652,8345.32,88.41955642946665
TRY,0,0.0,0.0
